"Transaction Date","Payment Ref","Payer Name","Open ID","Product Name","Insurance Company","Policy Number","Coverage Period",Currency,"Charge Amount","Promotion Type",Status
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002375642,"08/06/2022 to 02/06/2023",SGD,0.30,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002375726,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002375939,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002376076,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002376130,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002376145,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002376234,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002376294,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002376398,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001494522,"08/06/2022 to 02/06/2023",SGD,0.30,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001494557,"08/06/2022 to 02/06/2023",SGD,0.30,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001494646,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001494844,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001494968,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001495114,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001495203,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001495307,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002375657,"08/06/2022 to 02/06/2023",SGD,0.30,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002375662,"08/06/2022 to 02/06/2023",SGD,0.30,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002375731,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002375746,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002375944,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002375959,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002376081,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002376249,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002376254,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002376303,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002376318,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000002376407,"08/06/2022 to 02/06/2023",SGD,0.10,none,PAID
"2022-06-08 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001494562,"08/06/2022 to 02/06/2023",SGD,0.30,none,PAID
