Transaction Date,Payment Ref,Payer Name,Open ID,Product Name,Insurance Company,Policy Number,Coverage Period,Currency,Charge Amount,Promotion Type,Status
13/12/2019 09:31,20191021,Peppa PzGtYu,798736,ProductName,Insurance Company,GC88215230318969979,25/06/2020 to 19/06/2021,SGD,0.5,none,PAID
13/12/2019 09:31,20191021,Peppa PzGtYu,798736,ProductName,Insurance Company,GC88215220173196317,25/06/2020 to 19/06/2021,SGD,0.5,none,PAID
13/12/2019 09:31,20191021,Peppa PzGtYu,798736,ProductName,Insurance Company,GC88215209567736894,25/06/2020 to 19/06/2021,SGD,0.5,none,PAID
13/12/2019 09:31,20191021,Peppa PzGtYu,798736,ProductName,Insurance Company,GC88215159484846642,25/06/2020 to 19/06/2021,SGD,0.5,none,PAID
13/12/2019 09:31,20191021,Peppa PzGtYu,798736,ProductName,Insurance Company,GC88215149322901870,25/06/2020 to 19/06/2021,SGD,0.5,none,PAID
13/12/2019 09:31,20191021,Peppa PzGtYu,798736,ProductName,Insurance Company,GC88215127108493513,17/06/2020 to 11/06/2021,SGD,0.5,none,PAID
13/12/2019 09:31,20191021,Peppa PzGtYu,798736,ProductName,Insurance Company,GC88215116919448531,17/06/2020 to 11/06/2021,SGD,0.5,none,PAID
13/12/2019 09:31,20191021,Peppa PzGtYu,798736,ProductName,Insurance Company,GC88215106812551671,17/06/2020 to 11/06/2021,SGD,0.5,none,PAID
13/12/2019 09:31,20191021,Peppa PzGtYu,798736,ProductName,Insurance Company,GC88215056509806954,17/06/2020 to 11/06/2021,SGD,0.5,none,PAID
13/12/2019 09:31,20191021,Peppa PzGtYu,798736,ProductName,Insurance Company,GC88215046342498248,17/06/2020 to 11/06/2021,SGD,0.5,none,PAID
