Transaction Date,Payment Ref,Payer Name,Open ID,Product Name,Insurance Company,Policy Number,Coverage Period,Currency,Charge Amount,Promotion Type,Status
2022-12-31 23:59:59,40200000000000,TEST Arjun,a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,Insurance Company,GC522726269479,31/12/2022 to 26/12/2023,SGD,2.00,none,PAID
2022-12-31 23:59:59,40200000000000,TEST Arjun,a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,Insurance Company,GC522618216343,31/12/2022 to 10/11/2023,SGD,2.00,none,PAID
2022-12-31 23:59:59,40200000000000,TEST Arjun,a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,Insurance Company,GC528257465988,31/12/2022 to 05/11/2023,SGD,2.00,none,PAID
2022-12-31 23:59:59,40200000000000,TEST Arjun,a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,Insurance Company,GC527693845179,31/12/2022 to 26/12/2023,SGD,2.00,none,PAID
2022-12-31 00:00:00,40200000000000,TEST Arjun,a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,Insurance Company,GC526633146769,31/12/2022 to 25/12/2023,SGD,2.00,none,PAID
2022-12-31 00:00:00,40200000000000,TEST Arjun,a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,Insurance Company,GC527164841481,31/12/2022 to 25/12/2023,SGD,2.00,none,PAID
2022-12-31 00:00:00,40200000000000,TEST Arjun,a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,Insurance Company,GC523297355951,31/12/2022 to 25/12/2023,SGD,2.00,none,PAID
2022-12-31 00:00:00,40200000000000,TEST Arjun,a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,Insurance Company,GC522824352353,31/12/2022 to 25/12/2023,SGD,2.00,none,PAID
2022-12-31 00:00:00,40200000000000,TEST Arjun,a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,Insurance Company,GC521716821594,31/12/2022 to 25/12/2023,SGD,0.50,Free Policy,PAID
2022-12-31 00:00:00,40200000000000,TEST Arjun,a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,Insurance Company,GC529435142831,31/12/2022 to 25/12/2023,SGD,0.50,Free Policy,PAID
2022-12-31 00:00:00,40200000000000,TEST Arjun,a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,Insurance Company,GC525996164324,31/12/2022 to 25/12/2023,SGD,2.00,none,PAID
2022-12-31 00:00:00,40200000000000,TEST Arjun,a4d5f965-0df7-43f7-9ae1-23afcacf40cf-1649907777,ProductName,Insurance Company,GC527184548314,31/12/2022 to 25/12/2023,SGD,2.00,none,PAID
