"Transaction Date","Payment Ref","Payer Name","Open ID","Product Name","Insurance Company","Policy Number","Coverage Period",Currency,"Charge Amount","Promotion Type",Status
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000100132,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000100148,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000100243,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000100246,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000100276,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000100389,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000100648,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000100775,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000100803,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000100984,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000101035,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000101048,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000101073,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000101095,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000101592,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000101603,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000101715,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000101887,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000102010,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000102033,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000102037,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000102393,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000102702,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000102896,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000103122,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000103153,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000103237,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000103348,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000103394,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000103462,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000103483,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000103513,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000103708,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000103941,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000104160,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000104571,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000104667,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000104801,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000104830,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000104929,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000104931,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000105152,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000105163,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000105165,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000105410,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000105446,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000105496,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000105803,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000105849,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000105878,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000105962,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000105975,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000106040,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000106211,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000106216,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000106225,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000106488,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000106678,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000106844,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000106863,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000107064,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000107199,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000107204,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000107316,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000107390,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000107604,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000107725,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000107961,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000107992,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000108038,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000108076,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000108117,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000108297,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000108303,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
"23/07/2019 09:31",402000000000000000,"TEST Arjun",966244,ProductName,"Insurance Company",GC880000108349,23/08/2019 to 17/08/2020,SGD,0.1,none,PAID
